,ID,Style,Category,Image URL,Face/body,emotion
290,57726e6dedc2cb3880b730da,_Renaissance_Art,Early Renaissance,https://use2-uploads4.wikiart.org/images/giovanni-bellini/st-francis-in-ecstasy-1485.jpg,_face,_neutral
291,57726e34edc2cb3880b62340,_Renaissance_Art,High Renaissance,https://use2-uploads0.wikiart.org/images/correggio/noli-me-tangere-1(2).jpg,_face,_happiness_love_shyness
292,57728948edc2cb38800d353a,_Modern_Art,Expressionism,https://use2-uploads7.wikiart.org/images/alexej-von-jawlensky/oberstdorf-mountains-1912.jpg,_none,_happiness_surprise
293,57727e81edc2cb3880eb0b58,_Renaissance_Art,Early Renaissance,https://use2-uploads8.wikiart.org/images/andrea-mantegna/adoration-of-the-shepherds-1456.jpg,_face,_happiness
294,57727ca4edc2cb3880e540aa,_Renaissance_Art,Early Renaissance,https://use2-uploads3.wikiart.org/images/domenico-veneziano/the-stigmatization-of-st-francis.jpg,_face,_fear_happiness
295,577271daedc2cb3880c2eff6,_Renaissance_Art,Northern Renaissance,https://use2-uploads5.wikiart.org/images/jean-fouquet/division-of-the-kingdom-of-clotaire-1460.jpg,_body,_happiness
296,5772722cedc2cb3880c42b1a,_Modern_Art,Impressionism,https://use2-uploads8.wikiart.org/images/claude-monet/madame-monet-and-child(1).jpg,_face,_happiness_love
297,57728413edc2cb3880fca0c6,_Modern_Art,Expressionism,https://use2-uploads4.wikiart.org/images/marie-laurencin/self-portrait-1906.jpg,_face,_neutral
298,577278feedc2cb3880d9d852,_Modern_Art,"Cubism,Expressionism",https://use2-uploads5.wikiart.org/images/natalia-goncharova/harvest.jpg,_face,_surprise
299,57728965edc2cb38800dbaf8,_Modern_Art,Cubism,https://use2-uploads4.wikiart.org/images/vilhelm-lundstrom/selvportr-t-1927.jpg,_face,_anger_fear_happiness
300,5772839bedc2cb3880fb3e61,_Modern_Art,Abstract Expressionism,https://use2-uploads2.wikiart.org/images/kazuo-nakamura/into-space-3-1957.jpg,_none,_fear_neutral
301,57728759edc2cb388006da9a,_Modern_Art,Surrealism,https://use2-uploads2.wikiart.org/images/leon-underwood/harvest-corn-1940.jpg,_face,_happiness_shyness
302,5772873bedc2cb388006bc3d,_Contemporary_Art,Minimalism,https://use2-uploads7.wikiart.org/images/robert-huot/silver-kiss-1968.jpg,_none,_neutral
303,5772816eedc2cb3880f46457,_Modern_Art,Lyrical Abstraction,https://use2-uploads7.wikiart.org/images/jean-degottex/antee-iii-1956.jpg,_none,_neutral
304,57728395edc2cb3880fb352c,Post Renaissance Art,Realism,https://use2-uploads6.wikiart.org/images/george-catlin/h-l-te-m-l-te-t-z-te-n-ek-ee-sam-perryman-creek-chief-1834.jpg,_face,_happiness
305,57728650edc2cb388003b131,_Modern_Art,Surrealism,https://use2-uploads8.wikiart.org/images/edward-wadsworth/regalia-1928.jpg,_none,_surprise_neutral
306,577285c1edc2cb388002314d,_Renaissance_Art,High Renaissance,https://use2-uploads1.wikiart.org/images/dosso-dossi/ascension-of-christ.jpg,_face,_happiness
307,57727f4bedc2cb3880ed8a60,_Contemporary_Art,Minimalism,https://use2-uploads2.wikiart.org/images/agnes-martin/stars-1963.jpg,_none,_surprise_neutral
308,59db4dcbedc2c9f0102204c6,_Modern_Art,Abstract Expressionism,https://use2-uploads8.wikiart.org/00153/images/manoucher-yektai/big53-manouch-65-jpg.jpg,_none,_surprise_neutral
309,577276f0edc2cb3880d32513,_Modern_Art,Impressionism,https://use2-uploads6.wikiart.org/images/alfred-sisley/the-dam-loing-canal-at-saint-mammes-1884.jpg,_none,_happiness
310,57728079edc2cb3880f146cb,_Modern_Art,Lyrical Abstraction,https://use2-uploads2.wikiart.org/images/friedel-dzubas/east-journey-1968.jpg,_none,_happiness
311,57726e16edc2cb3880b5f175,_Renaissance_Art,High Renaissance,https://use2-uploads3.wikiart.org/the-sleeping-venus-1510(2).jpg,_face,_happiness_love
312,596e1177edc2c9b5a892856b,Post Renaissance Art,Baroque,https://use2-uploads0.wikiart.org/00141/images/louise-moillon/display-image-7.jpg,_none,_happiness_shyness
313,580c9549edc2c92a9c183fdb,_Renaissance_Art,Northern Renaissance,https://use2-uploads6.wikiart.org/00103/images/pieter-bruegel-the-elder/icarus.jpg,_face,_happiness_shyness
314,577284fbedc2cb3880ffaaf4,_Modern_Art,Neo-Expressionism,https://use2-uploads7.wikiart.org/images/corneille/passionate-lovers-viii-1974.jpg,_face,_love
315,577287deedc2cb3880089df6,_Modern_Art,Neo-Expressionism,https://use2-uploads8.wikiart.org/images/leiko-ikemura/dreist-ckiges-haus-in-t-rkis-1995.jpg,_none,_neutral
316,577286caedc2cb3880056869,Post Renaissance Art,Rococo,https://use2-uploads6.wikiart.org/images/johann-georg-pinzel/samson-tearing-the-lion-s-mouth(1).jpg,_face,_happiness
317,57727449edc2cb3880cb837b,_Renaissance_Art,High Renaissance,https://use2-uploads2.wikiart.org/images/leonardo-da-vinci/the-virgin-of-the-rocks.jpg,_face,_happiness_love
318,5772750bedc2cb3880cd7301,Post Renaissance Art,Realism,https://use2-uploads0.wikiart.org/images/ivan-shishkin/a-walk-in-the-forest-1869.jpg,_face,_happiness_love
319,577281c5edc2cb3880f594be,Post Renaissance Art,Neoclassicism,https://use2-uploads7.wikiart.org/images/jacob-van-strij/landscape-with-mill-and-cattle.jpg,_face,_happiness
320,577281c1edc2cb3880f58e30,Post Renaissance Art,Neoclassicism,https://use2-uploads0.wikiart.org/images/abraham-van-strij/hendrik-weymans-and-his-family.jpg,_face,_happiness_love_shyness
321,57728424edc2cb3880fcf530,_Modern_Art,Magic Realism,https://use2-uploads3.wikiart.org/images/carel-willink/sleeping-zebra-1959.jpg,_face,_fear_happiness_sadness
322,577272f1edc2cb3880c6c9fd,Post Renaissance Art,Baroque,https://use2-uploads6.wikiart.org/images/peter-paul-rubens/descent-from-the-cross-1614.jpg,_face,_sadness
323,5772838eedc2cb3880fb29de,_Modern_Art,Abstract Art,https://use2-uploads3.wikiart.org/images/arthur-dove/sunrise-1924.jpg,_none,_surprise
324,57727be9edc2cb3880e2e2d8,_Modern_Art,Impressionism,https://use2-uploads7.wikiart.org/images/john-singer-sargent/charles-stuart-forbes-1883.jpg,_face,_happiness
325,57728ab3edc2cb388011c9ce,Post Renaissance Art,Romanticism,https://use2-uploads2.wikiart.org/images/thomas-jones/wall-in-naples-1782.jpg,_none,_shyness
326,577288e3edc2cb38800be672,_Modern_Art,Abstract Art,https://use2-uploads4.wikiart.org/images/balcomb-greene/untitled-35-14-1935.jpg,_none,_surprise
327,593f90eeedc2c97ce0e50c32,_Modern_Art,Pop Art,https://use2-uploads3.wikiart.org/00136/images/kazimierz-mikulski/z-otow-ose-1954.jpg,_face,_neutral
328,57726e35edc2cb3880b6256c,_Renaissance_Art,Early Renaissance,https://use2-uploads7.wikiart.org/images/antonello-da-messina/crusifixion-1475.jpg,_face,_fear_sadness
329,5772859bedc2cb3880019eab,_Modern_Art,Color Field Painting,https://use2-uploads2.wikiart.org/images/yves-gaucher/vert-brun-bleu-et-ochre-1974.jpg,_none,_neutral
330,57728a62edc2cb388010ef91,_Modern_Art,Abstract Art,https://use2-uploads6.wikiart.org/images/alphonse-allais/fear-of-navy-recruits-seeing-the-mediterranean-for-the-first-time.jpg,_none,_neutral
331,577281c7edc2cb3880f5971a,Post Renaissance Art,Realism,https://use2-uploads2.wikiart.org/images/vasily-sadovnikov/kamennoostrovsky-bridge.jpg,_face,_happiness
332,5772863fedc2cb3880039752,_Modern_Art,Expressionism,https://use2-uploads6.wikiart.org/images/gabriele-munter/kandinsky-and-erma-bossi-at-the-table-in-the-murnau-house-1912(1).jpg,_face,_happiness
333,577281efedc2cb3880f61b8f,_Modern_Art,Color Field Painting,https://use2-uploads0.wikiart.org/images/esteban-vicente/afternoon-1971.jpg,_none,_neutral
334,577278ceedc2cb3880d9384c,_Renaissance_Art,High Renaissance,https://use2-uploads3.wikiart.org/images/vittore-carpaccio/portrait-of-a-woman-1498.jpg,_face,_neutral
335,577276e9edc2cb3880d31b13,_Modern_Art,Impressionism,https://use2-uploads0.wikiart.org/images/alfred-sisley/the-regattas-moseley-1874.jpg,_body,_happiness_neutral
336,57728985edc2cb38800de8f6,_Modern_Art,Post-Impressionism,https://use2-uploads8.wikiart.org/images/medardo-rosso/laughing-woman-large-version-1891.jpg,_face,_neutral
337,577281c5edc2cb3880f5938e,Post Renaissance Art,Neoclassicism,https://use2-uploads3.wikiart.org/images/jacob-van-strij/landscape-with-river-near-dordrecht.jpg,_body,_happiness_shyness
338,5772866bedc2cb3880042e93,_Renaissance_Art,Northern Renaissance,https://use2-uploads5.wikiart.org/images/pieter-aertsen/christ-and-the-woman-taken-in-adultery.jpg,_face,_happiness_shyness
339,577285e7edc2cb388002683d,_Modern_Art,Neo-Expressionism,https://use2-uploads7.wikiart.org/images/denise-green/to-draw-on-1977.jpg,_none,_neutral
340,5882c5f6edc2c9e7787dac19,_Modern_Art,Expressionism,https://use2-uploads1.wikiart.org/00116/images/carl-holsoe/carl-vilhelm-hols-e-www-kaifineart-com-3.jpg,_face,_happiness_shyness
341,57727e80edc2cb3880eb08c6,Post Renaissance Art,Baroque,https://use2-uploads2.wikiart.org/images/agostino-carracci/head-of-a-faun-in-a-concave-1595.jpg,_face,_neutral
342,577287c8edc2cb38800823db,_Modern_Art,Neo-Expressionism,https://use2-uploads0.wikiart.org/images/nathan-oliveira/blue-head-1990.jpg,_face,_surprise
343,57728223edc2cb3880f6bf57,Post Renaissance Art,Neoclassicism,https://use2-uploads0.wikiart.org/images/christoffer-wilhelm-eckersberg/seated-nude-model.jpg,_face,_neutral
344,577284e7edc2cb3880ff36fa,_Modern_Art,Post-Impressionism,https://use2-uploads3.wikiart.org/images/roger-fry/river-with-poplars-1912.jpg,_none,_happiness
345,577287c8edc2cb38800824cb,_Modern_Art,Neo-Expressionism,https://use2-uploads2.wikiart.org/images/nathan-oliveira/nineteen-twenty-nine-1961.jpg,_face,_anger
346,57727a06edc2cb3880dd2d61,Post Renaissance Art,Baroque,https://use2-uploads7.wikiart.org/images/hendrick-terbrugghen/singing-boy-1627.jpg,_face,_happiness
347,577285aaedc2cb388001b705,_Modern_Art,Post-Impressionism,https://use2-uploads6.wikiart.org/images/meijer-de-haan/maternity-mary-henry-breastfeeding-1890.jpg,_face,_happiness_love
348,57728731edc2cb388006ac7e,_Contemporary_Art,Minimalism,https://use2-uploads3.wikiart.org/images/peter-joseph/yellow-painting-1969.jpg,_none,_surprise
349,57728221edc2cb3880f6bac9,_Modern_Art,Abstract Expressionism,https://use2-uploads5.wikiart.org/images/kenzo-okada/footsteps-1954.jpg,_none,_neutral
350,57727af4edc2cb3880e046d1,Post Renaissance Art,Romanticism,https://use2-uploads7.wikiart.org/images/richard-parkes-bonington/river-scene-in-france.jpg,_none,_happiness_shyness
351,577282baedc2cb3880f8a9d4,_Modern_Art,Impressionism,https://use2-uploads7.wikiart.org/images/james-ensor/shells-and-shellfish-1889.jpg,_none,_neutral
352,5772845aedc2cb3880fdb74d,_Modern_Art,Lyrical Abstraction,https://use2-uploads6.wikiart.org/images/afro/untitled-1957.jpg,_none,_surprise_neutral
353,57727cbcedc2cb3880e5654d,_Renaissance_Art,Northern Renaissance,https://use2-uploads5.wikiart.org/images/jean-hey/portrait-of-margaret-of-austria-portrait-of-a-young-princess-1.jpg,_face,_happiness
354,577286c5edc2cb38800560ad,_Modern_Art,Abstract Art,https://use2-uploads2.wikiart.org/images/richard-mortensen/movement-in-nature-1938.jpg,_none,_neutral
355,57728296edc2cb3880f81d99,Post Renaissance Art,Rococo,https://use2-uploads8.wikiart.org/images/jean-baptiste-oudry/demoiselle-crane-toucan-and-tufted-crane-1745.jpg,_face,_happiness_shyness
356,57728599edc2cb3880019c49,_Modern_Art,Abstract Expressionism,https://use2-uploads7.wikiart.org/images/guido-molinari/untitled-1954.jpg,_none,_happiness
357,577281f9edc2cb3880f62b05,_Modern_Art,Abstract Expressionism,https://use2-uploads3.wikiart.org/images/al-held/taxi-cab-ii-1959.jpg,_none,_surprise_neutral
358,5772866cedc2cb3880042ed3,_Renaissance_Art,Northern Renaissance,https://use2-uploads4.wikiart.org/images/pieter-aertsen/market-with-christ-and-the-woman-taken-in-adultery-1559.jpg,_face,_happiness_sadness
359,57728759edc2cb388006daca,_Modern_Art,Surrealism,https://use2-uploads8.wikiart.org/images/leon-underwood/mindslave-1934.jpg,_face,_neutral
360,5772840bedc2cb3880fc9401,_Modern_Art,Magic Realism,https://use2-uploads6.wikiart.org/images/zhang-xiaogang/writing-2005.jpg,_none,_neutral
361,57728363edc2cb3880fa9f86,_Modern_Art,Cubism,https://use2-uploads0.wikiart.org/images/stuart-davis/edison-mazda-1924.jpg,_none,_shyness_neutral
362,57726e2fedc2cb3880b61b5c,_Modern_Art,Post-Impressionism,https://use2-uploads6.wikiart.org/images/piet-mondrian/avond-evening-the-red-tree-1910.jpg,_none,_surprise
363,5772869fedc2cb388004d387,_Modern_Art,Cubism,https://use2-uploads3.wikiart.org/images/sandor-bortnyik/the-twentieth-century-1927.jpg,_body,_neutral
364,57728221edc2cb3880f6bba1,_Modern_Art,"Abstract Expressionism,Color Field Painting",https://use2-uploads4.wikiart.org/images/kenzo-okada/tanabata-1955.jpg,_none,_surprise_neutral
365,57727e01edc2cb3880e99c27,Post Renaissance Art,Baroque,https://use2-uploads6.wikiart.org/images/frans-hals/malle-babbe-1635.jpg,_face,_happiness
366,58edc523edc2c963ccacd9a1,Post Renaissance Art,Baroque,https://use2-uploads4.wikiart.org/00127/images/jan-miense-molenaer/a-quack-and-his-assistant.jpg,_face,_happiness
367,57728108edc2cb3880f321ce,Post Renaissance Art,Neoclassicism,https://use2-uploads1.wikiart.org/images/dmitry-levitzky/portrait-of-catherine-ii.jpg,_face,_anger_happiness
368,57727f49edc2cb3880ed8872,_Modern_Art,Surrealism,https://use2-uploads1.wikiart.org/images/tarsila-do-amaral/the-moon-1928.jpg,_none,_happiness
369,57727d70edc2cb3880e7c539,Post Renaissance Art,Baroque,https://use2-uploads4.wikiart.org/images/hercules-seghers/landscape-with-city-on-a-river-1629.jpg,_none,_happiness
370,57728503edc2cb3880ffb7c6,_Modern_Art,Magic Realism,https://use2-uploads7.wikiart.org/images/greta-freist/artist-s-family.jpg,_face,_happiness_shyness
371,5772866fedc2cb38800433df,_Modern_Art,Art Informel,https://use2-uploads3.wikiart.org/images/bice-lazzari/senza-titolo-1952(1).jpg,_none,_neutral
372,57727028edc2cb3880bd078a,_Renaissance_Art,High Renaissance,https://use2-uploads3.wikiart.org/images/pietro-perugino/the-pazzi-crucifixion-1496.jpg,_face,_happiness_sadness
373,5772765fedc2cb3880d14bb1,_Renaissance_Art,Northern Renaissance,https://use2-uploads8.wikiart.org/images/hugo-van-der-goes/the-trinity-altar-panels-1478.jpg,_face,_happiness
374,57728426edc2cb3880fd1329,_Modern_Art,Magic Realism,https://use2-uploads8.wikiart.org/images/carel-willink/unknown-title-1.jpg,_face,_happiness
375,577285c0edc2cb3880022fab,_Modern_Art,Pop Art,https://use2-uploads8.wikiart.org/images/aldo-mondino/iniziazione-1969.jpg,_face,_neutral
376,5772847bedc2cb3880fdede7,Post Renaissance Art,Baroque,https://use2-uploads1.wikiart.org/images/hendrick-cornelisz-vroom/dutch-ships-ramming-spanish-galleys-off-the-flemish-coast-in-october-1602-1617.jpg,_body,_fear
377,577288e7edc2cb38800bed3c,_Modern_Art,Impressionism,https://use2-uploads3.wikiart.org/images/jules-dupre/marine-landscape-the-cape-and-dunes-of-saint-quentin-1870.jpg,_none,_fear_sadness
378,57726e4bedc2cb3880b69fd3,_Modern_Art,Pop Art,https://use2-uploads6.wikiart.org/images/roy-lichtenstein/crying-girl-1964(1).jpg,_face,_sadness
379,57728a37edc2cb3880105a46,Post Renaissance Art,Neoclassicism,https://use2-uploads7.wikiart.org/images/william-hamilton/vortigern-and-rowena.jpg,_face,_happiness_love
380,577284a4edc2cb3880fe7d65,_Modern_Art,Abstract Art,https://use2-uploads0.wikiart.org/images/john-ferren/lutte-as-ciel-1937.jpg,_none,_surprise_neutral
381,57728394edc2cb3880fb32da,_Modern_Art,Impressionism,https://use2-uploads0.wikiart.org/images/frederic-remington/modern-comanche-1890.jpg,_face,_happiness
382,5772863bedc2cb38800391da,_Modern_Art,Art Informel,https://use2-uploads0.wikiart.org/images/mario-ballocco/l-ammonizione-sputa-sentenze-1950.jpg,_none,_neutral
383,57726e26edc2cb3880b60d45,Post Renaissance Art,Rococo,https://use2-uploads2.wikiart.org/images/pietro-longhi/fall-of-the-giants.jpg,_face,_happiness
384,57727637edc2cb3880d0b610,_Modern_Art,Abstract Expressionism,https://use2-uploads8.wikiart.org/images/willem-de-kooning/woman-verso-untitled.jpg,_face,_fear
385,5772831dedc2cb3880f9f177,_Modern_Art,Abstract Expressionism,https://use2-uploads0.wikiart.org/images/morris-graves/hibernation-1954.jpg,_none,_neutral
386,5772877cedc2cb3880075737,_Modern_Art,Magic Realism,https://use2-uploads2.wikiart.org/images/o-louis-guglielmi/the-river-1942.jpg,_face,_happiness
387,57728254edc2cb3880f7617d,_Contemporary_Art,Minimalism,https://use2-uploads5.wikiart.org/images/robert-morris/untitled-l-beams-1965.jpg,_none,_surprise_neutral
388,577284e8edc2cb3880ff38fc,_Modern_Art,Post-Impressionism,https://use2-uploads5.wikiart.org/images/vanessa-bell/window-still-life-1915.jpg,_none,_happiness_shyness
389,5772848cedc2cb3880fe5c3f,Post Renaissance Art,Baroque,https://use2-uploads2.wikiart.org/images/paul-bril/ruins-and-figures-1600.jpg,_face,_happiness_shyness
390,5772869bedc2cb388004cc60,_Modern_Art,Pop Art,https://use2-uploads3.wikiart.org/images/eduardo-arroyo/la-perquisition-de-st-sebastian-1969.jpg,_none,_neutral
391,57727c2dedc2cb3880e392a5,_Renaissance_Art,Northern Renaissance,https://use2-uploads4.wikiart.org/images/dirk-bouts/mary-and-child.jpg,_face,_happiness_love
392,57728608edc2cb388002edd9,_Modern_Art,Post-Impressionism,https://use2-uploads5.wikiart.org/images/cuno-amiet/apfelernte-1907.jpg,_face,_happiness
393,5772736aedc2cb3880c89a35,Post Renaissance Art,Baroque,https://use2-uploads4.wikiart.org/images/rembrandt/self-portrait-with-saskia-in-the-parable-of-the-prodigal-son.jpg,_face,_happiness_love
394,57726e53edc2cb3880b6acd4,_Modern_Art,Surrealism,https://use2-uploads4.wikiart.org/images/yves-tanguy/tomorrow-1938.jpg,_none,_surprise
395,57728736edc2cb388006b4e8,_Modern_Art,Lyrical Abstraction,https://use2-uploads1.wikiart.org/images/marc-vaux/blossom-1964.jpg,_none,_happiness_surprise
396,57728171edc2cb3880f469fd,_Modern_Art,Lyrical Abstraction,https://use2-uploads1.wikiart.org/images/jean-messagier/composition-1950.jpg,_none,_surprise
397,57728267edc2cb3880f77edd,_Modern_Art,Expressionism,https://use2-uploads4.wikiart.org/images/leon-spilliaert/self-portrait-1907.jpg,_face,_happiness_sadness
398,57728891edc2cb38800abcb1,_Modern_Art,Art Informel,https://use2-uploads4.wikiart.org/images/leo-leuppi/befl-gelt-1949.jpg,_none,_surprise
399,57728209edc2cb3880f644e6,_Modern_Art,Cubism,https://use2-uploads4.wikiart.org/images/henri-le-fauconnier/abundance-1910.jpg,_face,_neutral
400,5772823dedc2cb3880f6e9f1,_Modern_Art,Pop Art,https://use2-uploads7.wikiart.org/images/pauline-boty/the-only-blonde-in-the-world-1963.jpg,_face,_happiness
401,5772877fedc2cb3880075c10,_Contemporary_Art,Minimalism,https://use2-uploads4.wikiart.org/images/isamu-noguchi/garden-elements-1962.jpg,_none,_surprise
402,57728716edc2cb3880062e12,_Contemporary_Art,Minimalism,https://use2-uploads6.wikiart.org/images/jiro-takamatsu/the-pole-of-wave-1969.jpg,_none,_surprise_neutral
403,57728250edc2cb3880f75c0d,_Modern_Art,Pop Art,https://use2-uploads7.wikiart.org/images/peter-phillips/impeller-1972.jpg,_face,_neutral
404,577284f5edc2cb3880ffa0e8,_Modern_Art,Neo-Expressionism,https://use2-uploads2.wikiart.org/images/julian-schnabel/christ-s-last-day-ii-2000.jpg,_none,_surprise_neutral
405,57728a16edc2cb38800fd1e5,Post Renaissance Art,Romanticism,https://use2-uploads3.wikiart.org/images/charles-turner/harriot-beauclerk-n-e-mellon-duchess-of-st-albans-1806.jpg,_face,_happiness
406,57728532edc2cb3880005595,_Modern_Art,Art Informel,https://use2-uploads1.wikiart.org/images/manuel-rivera/metamorfosis-1960.jpg,_none,_surprise
407,57728a75edc2cb3880110f91,Post Renaissance Art,Rococo,https://use2-uploads1.wikiart.org/images/george-lambert/stormy-seashore-with-ruined-temple-shipwreck-and-figures-1747.jpg,_face,_fear
408,577282cdedc2cb3880f8c7aa,_Modern_Art,Abstract Art,https://use2-uploads5.wikiart.org/images/etienne-hajdu/corinne-1959.jpg,_none,_surprise_neutral
409,57728706edc2cb388006142d,Post Renaissance Art,Neoclassicism,https://use2-uploads0.wikiart.org/images/marie-guillemine-benoist/portrait-of-a-lady-1799.jpg,_face,_happiness
410,57728096edc2cb3880f1c43d,_Modern_Art,Abstract Expressionism,https://use2-uploads2.wikiart.org/images/joan-mitchell/untitled-1951-1(1).jpg,_none,_surprise
411,57726e90edc2cb3880b76956,_Modern_Art,Expressionism,https://use2-uploads4.wikiart.org/images/amedeo-modigliani/portrait-of-beatrice-hastings-1915.jpg,_face,_neutral
412,577284f7edc2cb3880ffa440,_Modern_Art,Art Informel,https://use2-uploads5.wikiart.org/images/luis-feito/n-mero-148-1959.jpg,_none,_fear_sadness_neutral
413,5772840eedc2cb3880fc99ba,_Modern_Art,Lyrical Abstraction,https://use2-uploads4.wikiart.org/images/gillian-ayres/tadwalis-island-1982.jpg,_none,_happiness_surprise
414,5772832eedc2cb3880fa0b8f,_Modern_Art,Expressionism,https://use2-uploads6.wikiart.org/images/helene-schjerfbeck/girl-reading-1904.jpg,_face,_happiness
415,577286feedc2cb388006099a,_Contemporary_Art,Minimalism,https://use2-uploads7.wikiart.org/images/bob-law/drawing-25-4-60-1960.jpg,_none,_neutral
416,57726e52edc2cb3880b6ab18,_Renaissance_Art,Northern Renaissance,https://use2-uploads7.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-woman-1464.jpg,_face,_sadness
417,577281a7edc2cb3880f51211,_Modern_Art,Magic Realism,https://use2-uploads4.wikiart.org/images/christian-schad/self-portrait-1927.jpg,_face,_happiness_love
418,5772848cedc2cb3880fe5b9f,Post Renaissance Art,Baroque,https://use2-uploads8.wikiart.org/images/paul-bril/landscape-with-mercury-and-argus-1606.jpg,_body,_happiness_shyness
419,577282beedc2cb3880f8af76,Post Renaissance Art,Baroque,https://use2-uploads6.wikiart.org/images/osias-beert/still-life-of-fruit-and-a-plate-of-oysters.jpg,_none,_happiness
420,577279d0edc2cb3880dc83b2,_Modern_Art,Cubism,https://use2-uploads6.wikiart.org/images/franz-marc/in-the-rain-1912.jpg,_face,_neutral
421,57726e1fedc2cb3880b5ffce,_Modern_Art,Expressionism,https://use2-uploads2.wikiart.org/images/edvard-munch/ashes-1894.jpg,_face,_fear_sadness
422,57727066edc2cb3880bdc50d,_Renaissance_Art,Northern Renaissance,https://use2-uploads2.wikiart.org/images/albrecht-durer/paumgartner-altar.jpg,_face,_happiness
423,5772850cedc2cb3880ffc52b,_Modern_Art,Impressionism,https://use2-uploads3.wikiart.org/images/giovanni-fattori/der-turm-von-magnale-1890.jpg,_none,_happiness
424,5772807bedc2cb3880f1488b,_Modern_Art,Lyrical Abstraction,https://use2-uploads8.wikiart.org/images/friedel-dzubas/red-heart-1980.jpg,_none,_surprise
425,577283d0edc2cb3880fbe31c,_Modern_Art,Abstract Art,https://use2-uploads3.wikiart.org/images/jock-macdonald/fantasy-in-equilibrium-1948.jpg,_none,_surprise_neutral
426,57728325edc2cb3880f9fd25,_Renaissance_Art,Northern Renaissance,https://use2-uploads3.wikiart.org/images/cristovao-de-figueiredo/exalta-o-da-santa-cruz-1530.jpg,_face,_happiness
427,577287caedc2cb388008271f,_Modern_Art,Neo-Expressionism,https://use2-uploads7.wikiart.org/images/paul-wonner/lake-nude-black-hill-1968.jpg,_body,_happiness
428,57727027edc2cb3880bd05ca,_Renaissance_Art,Early Renaissance,https://use2-uploads3.wikiart.org/images/pietro-perugino/st-sebastian-1490.jpg,_face,_fear_sadness
429,57726edbedc2cb3880b89c90,Post Renaissance Art,Romanticism,https://use2-uploads1.wikiart.org/images/john-constable/the-admiral-s-house-the-grove-1823.jpg,_none,_neutral
430,577281bfedc2cb3880f58b5c,_Modern_Art,Pop Art,https://use2-uploads4.wikiart.org/images/jim-dine/four-hearts-1969.jpg,_none,_love
431,57727018edc2cb3880bcefba,_Renaissance_Art,Northern Renaissance,https://use2-uploads1.wikiart.org/images/jan-van-eyck/the-ghent-altarpiece-1432-1.jpg,_face,_happiness
432,5772807bedc2cb3880f1490b,_Modern_Art,Color Field Painting,https://use2-uploads7.wikiart.org/images/friedel-dzubas/sartoris-1963.jpg,_none,_neutral
433,5772787bedc2cb3880d80b1e,Post Renaissance Art,Realism,https://use2-uploads5.wikiart.org/images/alexey-venetsianov/bathers.jpg,_face,_happiness
434,5772845eedc2cb3880fdbf39,_Modern_Art,Post-Impressionism,https://use2-uploads2.wikiart.org/images/santiago-rusinol/before-the-morphine-1890.jpg,_face,_sadness
435,57728739edc2cb388006b9f9,_Contemporary_Art,Minimalism,https://use2-uploads2.wikiart.org/images/lyman-kipp/muscoot-1967.jpg,_none,_neutral
436,577287e7edc2cb388008acab,_Modern_Art,Pop Art,https://use2-uploads2.wikiart.org/images/konrad-klapheck/the-swagger-1965.jpg,_none,_surprise
437,57728445edc2cb3880fd4487,_Modern_Art,Abstract Expressionism,https://use2-uploads8.wikiart.org/images/peter-busa/venetian-glow-1959.jpg,_none,_surprise
438,57727dbdedc2cb3880e88da3,_Modern_Art,Abstract Expressionism,https://use2-uploads5.wikiart.org/images/mark-tobey/calligraphic-still-life-no-3-1958.jpg,_none,_neutral
439,577286ceedc2cb3880056efb,_Modern_Art,Magic Realism,https://use2-uploads6.wikiart.org/images/cagnaccio-di-san-pietro/la-rosa-del-mare-1935.jpg,_face,_neutral
440,57727429edc2cb3880caf6de,_Modern_Art,Surrealism,https://use2-uploads8.wikiart.org/images/pablo-picasso/untitled-1937-8.jpg,_face,_surprise
441,577287bbedc2cb3880080eb8,_Modern_Art,Neo-Expressionism,https://use2-uploads6.wikiart.org/images/peter-alexander/squirt-1982.jpg,_none,_surprise
442,57728218edc2cb3880f6b05e,Post Renaissance Art,Neoclassicism,https://use2-uploads6.wikiart.org/images/vieira-portuense/leda-e-o-cisne-1798.jpg,_face,_happiness
443,57728436edc2cb3880fd2c9d,_Modern_Art,Art Informel,https://use2-uploads4.wikiart.org/images/helmut-sturm/the-blue-phantom-1961.jpg,_none,_surprise_neutral
444,57727bbfedc2cb3880e24d0e,Post Renaissance Art,Romanticism,https://use2-uploads2.wikiart.org/images/henry-raeburn/rear-admiral-charles-inglis.jpg,_face,_happiness
445,577282b9edc2cb3880f8a894,_Modern_Art,Expressionism,https://use2-uploads5.wikiart.org/images/james-ensor/christ-s-entry-into-brussels-in-1889-1888.jpg,_face,_neutral
446,5772831aedc2cb3880f9ebff,_Modern_Art,Lyrical Abstraction,https://use2-uploads8.wikiart.org/images/chu-teh-chun/composition-1977.jpg,_none,_surprise_neutral
447,5772820bedc2cb3880f648d2,_Modern_Art,Pop Art,https://use2-uploads1.wikiart.org/images/peter-blake/on-the-balcony-1957.jpg,_face,_surprise
448,577288f7edc2cb38800c0881,_Modern_Art,Pop Art,https://use2-uploads5.wikiart.org/images/dieter-roth/motorradfahrer-motorcyclist-1969.jpg,_face,_sadness_neutral
