ID	Style	Category	Artist	Title	Year	Image URL	Painting Info URL	Artist Info URL	Is painting	Face/body	Ave. art rating	Art (image+title): agreeableness	Art (image+title): anger	Art (image+title): anticipation	Art (image+title): arrogance	Art (image+title): disagreeableness	Art (image+title): disgust	Art (image+title): fear	Art (image+title): gratitude	Art (image+title): happiness	Art (image+title): humility	Art (image+title): love	Art (image+title): optimism	Art (image+title): pessimism	Art (image+title): regret	Art (image+title): sadness	Art (image+title): shame	Art (image+title): shyness	Art (image+title): surprise	Art (image+title): trust	Art (image+title): neutral	ImageOnly: agreeableness	ImageOnly: anger	ImageOnly: anticipation	ImageOnly: arrogance	ImageOnly: disagreeableness	ImageOnly: disgust	ImageOnly: fear	ImageOnly: gratitude	ImageOnly: happiness	ImageOnly: humility	ImageOnly: love	ImageOnly: optimism	ImageOnly: pessimism	ImageOnly: regret	ImageOnly: sadness	ImageOnly: shame	ImageOnly: shyness	ImageOnly: surprise	ImageOnly: trust	ImageOnly: neutral	TitleOnly: agreeableness	TitleOnly: anger	TitleOnly: anticipation	TitleOnly: arrogance	TitleOnly: disagreeableness	TitleOnly: disgust	TitleOnly: fear	TitleOnly: gratitude	TitleOnly: happiness	TitleOnly: humility	TitleOnly: love	TitleOnly: optimism	TitleOnly: pessimism	TitleOnly: regret	TitleOnly: sadness	TitleOnly: shame	TitleOnly: shyness	TitleOnly: surprise	TitleOnly: trust	TitleOnly: neutral
57728704edc2cb38800610e9	Modern Art	Lyrical Abstraction	Kazuo Shiraga	Untitled	1979	https://use2-uploads6.wikiart.org/images/kazuo-shiraga/untitled-1979.jpg	https://www.wikiart.org/en/kazuo-shiraga/untitled-1979	https://www.wikiart.org/en/kazuo-shiraga	yes	none	1.64	0	0	0.182	0	0.091	0.091	0.273	0	0.182	0.091	0.091	0.273	0.091	0	0.091	0	0.182	0.455	0.182	0	0	0	0.273	0.091	0	0.182	0.091	0	0.364	0	0.182	0.182	0	0	0.091	0	0.091	0.455	0.182	0	0	0	0.273	0	0	0.273	0.091	0.091	0.182	0.091	0	0	0.091	0	0	0	0.091	0.091	0.091	0.182
577284a7edc2cb3880fe81c7	Modern Art	Abstract Art	Serge Charchoune	Grossissement	1927	https://use2-uploads5.wikiart.org/images/serge-charchoune/grossissement-1927.jpg	https://www.wikiart.org/en/serge-charchoune/grossissement-1927	https://www.wikiart.org/en/serge-charchoune	yes	none	-0.36	0	0.091	0.182	0	0.091	0.364	0.182	0	0.091	0	0	0	0	0	0	0	0	0.364	0.091	0.091	0	0	0.182	0	0	0.364	0.182	0	0.091	0	0	0.091	0	0	0	0	0	0.455	0.182	0	0	0	0.200	0	0	0.200	0.100	0	0.300	0	0.100	0.100	0	0	0	0	0	0.100	0.200	0.100
57728a7fedc2cb3880112241	Post Renaissance Art	Romanticism	Thomas Lawrence	HRH George, Prince of Wales, KG	1815	https://use2-uploads2.wikiart.org/images/thomas-lawrence/hrh-george-prince-of-wales-kg-1815.jpg	https://www.wikiart.org/en/thomas-lawrence/hrh-george-prince-of-wales-kg-1815	https://www.wikiart.org/en/thomas-lawrence	yes	face	1.40	0.200	0	0	0.300	0	0	0	0	0.200	0	0	0.200	0	0	0	0	0	0	0.900	0	0.100	0	0	0.400	0	0	0	0	0.200	0	0	0.100	0	0	0	0	0	0	0.900	0	0.100	0	0	0.100	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100	0.900	0
5954fa32edc2c93644c38f1b	Post Renaissance Art	Neoclassicism	Joseph Anton Koch	Noah&#39;s Offers up Thanks	1814	https://use2-uploads3.wikiart.org/00138/images/joseph-anton-koch/1814-koch-noahs-dankopfer-anagoria.JPG	https://www.wikiart.org/en/joseph-anton-koch/noahs-offers-up-thanks-1814	https://www.wikiart.org/en/joseph-anton-koch	yes	face	1.90	0	0	0.200	0	0	0	0.100	0.300	0.500	0.500	0.100	0.200	0	0	0	0	0	0	0.200	0	0	0	0.100	0	0	0	0.100	0.200	0.500	0.300	0.200	0.200	0	0	0	0	0	0.100	0.200	0	0	0	0.400	0	0	0	0	0.200	0.500	0.300	0	0.100	0	0	0	0	0	0	0	0
57727c76edc2cb3880e4a484	Post Renaissance Art	Rococo	Carl-Ludwig Johann Christineck	Portrait of Alexey Bobrinsky as a Child	1769	https://use2-uploads2.wikiart.org/images/carl-ludwig-johann-christineck/portrait-of-alexey-bobrinsky-as-a-child-1769-1.jpg	https://www.wikiart.org/en/carl-ludwig-johann-christineck/portrait-of-alexey-bobrinsky-as-a-child-1769-1	https://www.wikiart.org/en/carl-ludwig-johann-christineck	yes	face	1.27	0	0	0	0.182	0.091	0.091	0.091	0	0.636	0	0	0.091	0	0	0	0	0	0	0.364	0	0	0	0	0.273	0	0.091	0	0	0.636	0	0	0.182	0	0	0	0	0	0	0.364	0	0	0	0.091	0	0	0	0	0	0.364	0.091	0	0.182	0	0	0	0	0	0	0.364	0.091
57727d1dedc2cb3880e6a02e	Renaissance Art	Northern Renaissance	Jan Provoost	Virgin Giving Breast	XV-XVI cent.	https://use2-uploads3.wikiart.org/images/jan-provoost/virgin-giving-breast.jpg	https://www.wikiart.org/en/jan-provoost/virgin-giving-breast	https://www.wikiart.org/en/jan-provoost	yes	face	1.40	0.100	0	0.100	0.100	0.100	0	0	0.400	0.300	0.200	0.800	0.300	0	0.100	0	0.100	0	0	0.300	0	0.200	0	0.200	0.200	0	0	0	0.200	0.200	0.100	0.800	0.300	0	0.100	0.100	0.100	0.100	0.100	0.200	0	0	0	0.300	0	0.100	0.100	0	0.200	0.100	0.100	0.400	0.300	0	0	0	0.100	0.100	0	0	0
5772845cedc2cb3880fdbb41	Modern Art	Art Informel	Jean Miotte	Texas	1951	https://use2-uploads1.wikiart.org/images/jean-miotte/texas-1951.jpg	https://www.wikiart.org/en/jean-miotte/texas-1951	https://www.wikiart.org/en/jean-miotte	yes	none	0.27	0.091	0	0.182	0	0.091	0.182	0.091	0.091	0.091	0	0.091	0.091	0	0.091	0.091	0	0.091	0.545	0	0	0.091	0	0.364	0.091	0	0.091	0.182	0.091	0.091	0	0	0.091	0	0.091	0	0	0.091	0.455	0.091	0	0	0	0.182	0.091	0.091	0	0.091	0.091	0.364	0.273	0	0.182	0.091	0	0.091	0	0	0.364	0	0
57728143edc2cb3880f3d1c1	Post Renaissance Art	Neoclassicism	John William Godward	The Muse Erato at her Lyre	1895	https://use2-uploads4.wikiart.org/images/john-william-godward/the-muse-erato-at-her-lyre-1895.jpg	https://www.wikiart.org/en/john-william-godward/the-muse-erato-at-her-lyre-1895	https://www.wikiart.org/en/john-william-godward	yes	face	1.50	0.083	0	0.083	0	0.083	0.083	0	0.167	0.583	0.167	0.167	0.167	0	0	0.167	0	0	0.083	0.417	0	0.083	0	0.083	0	0	0	0	0.083	0.667	0.167	0.250	0.167	0.083	0.083	0.083	0.083	0	0.083	0.333	0	0.091	0	0.091	0.091	0	0	0.091	0.091	0.455	0.182	0.091	0.091	0	0	0	0	0.091	0	0.455	0
577280f7edc2cb3880f306a9	Modern Art	Expressionism	Laszlo Mednyanszky	Fires in the Forest	1910	https://use2-uploads4.wikiart.org/images/laszlo-mednyanszky/fires-in-the-forest-1910.jpg	https://www.wikiart.org/en/laszlo-mednyanszky/fires-in-the-forest-1910	https://www.wikiart.org/en/laszlo-mednyanszky	yes	none	1.40	0	0	0	0.100	0	0	0.400	0	0.200	0.100	0	0	0.100	0	0.500	0.100	0	0.100	0	0	0	0	0	0	0	0	0.300	0	0.300	0.200	0	0.200	0.100	0	0.300	0	0	0.100	0.100	0	0	0.100	0	0	0	0	0.500	0	0.100	0.100	0	0	0	0.100	0.700	0	0	0	0	0
577286c5edc2cb388005609d	Modern Art	Art Informel	Richard Mortensen	Ajaccio I	1959	https://use2-uploads2.wikiart.org/images/richard-mortensen/ajaccio-i-1959.jpg	https://www.wikiart.org/en/richard-mortensen/ajaccio-i-1959	https://www.wikiart.org/en/richard-mortensen	yes	none	-1.00	0	0.200	0.100	0.100	0	0.100	0.100	0	0	0.100	0	0	0.100	0	0.100	0	0	0.400	0	0	0	0.100	0.200	0	0	0.200	0.100	0	0	0.100	0	0	0	0	0	0	0	0.500	0	0	0	0	0.500	0	0	0	0	0	0.100	0	0.100	0	0	0	0	0	0	0.100	0.100	0.100
57727fededc2cb3880ef6ba7	Contemporary Art	Minimalism	John McLaughlin	Untitled	1963	https://use2-uploads8.wikiart.org/images/john-mclaughlin/untitled-1963.jpg	https://www.wikiart.org/en/john-mclaughlin/untitled-1963	https://www.wikiart.org/en/john-mclaughlin	yes	none	-0.10	0	0	0.400	0	0.100	0.200	0	0.100	0	0	0	0	0	0	0	0	0	0.400	0.100	0.100	0	0	0.500	0	0.100	0.100	0	0.100	0	0	0	0	0	0	0	0	0	0.500	0	0.100	0	0	0.300	0	0.100	0.100	0	0	0	0	0	0	0	0	0	0	0	0.100	0	0.500
57727f54edc2cb3880ed9092	Modern Art	Cubism	Johannes Itten	Der Bachs&#228;nger (Helge Lindberg)	1916	https://use2-uploads1.wikiart.org/images/johannes-itten/der-bachs-nger-helge-lindberg-1916.jpg	https://www.wikiart.org/en/johannes-itten/der-bachs-nger-helge-lindberg-1916	https://www.wikiart.org/en/johannes-itten	yes	face	0.57	0.071	0.071	0.286	0.071	0.071	0.214	0.071	0.071	0.143	0.214	0.071	0.071	0.071	0.143	0.286	0.071	0.071	0.429	0.071	0	0.071	0.071	0.429	0.071	0.071	0.143	0.071	0.071	0.143	0.071	0.071	0.071	0.071	0.143	0.214	0.071	0.071	0.571	0.071	0	0.077	0.077	0.462	0.077	0.077	0.231	0.154	0.077	0.154	0.154	0.077	0.077	0.077	0.077	0.077	0.077	0.077	0.308	0.077	0.077
577278bbedc2cb3880d8c504	Renaissance Art	Early Renaissance	Domenico Ghirlandaio	Portrait of a Girl	1490	https://use2-uploads0.wikiart.org/images/domenico-ghirlandaio/portrait-of-a-girl.jpg	https://www.wikiart.org/en/domenico-ghirlandaio/portrait-of-a-girl	https://www.wikiart.org/en/domenico-ghirlandaio	yes	face	1.00	0.100	0	0.100	0.100	0	0	0.100	0.300	0.600	0.400	0.200	0.100	0	0	0	0	0	0.100	0.300	0	0	0	0.100	0.100	0	0	0	0.200	0.400	0.300	0.100	0.200	0	0	0.100	0	0	0.100	0.300	0	0.100	0	0.100	0	0	0	0	0.200	0.600	0.400	0.300	0.200	0	0	0	0	0	0.100	0.100	0
57727f50edc2cb3880ed8d9c	Modern Art	Post-Impressionism	Georges Lemmen	La modiste	1901	https://use2-uploads0.wikiart.org/images/georges-lemmen/la-modiste-1901.jpg	https://www.wikiart.org/en/georges-lemmen/la-modiste-1901	https://www.wikiart.org/en/georges-lemmen	yes	body	2.10	0	0	0	0	0	0	0	0.100	0.500	0.500	0.100	0.200	0	0	0.200	0	0.300	0	0.100	0	0.100	0	0	0	0	0	0	0	0.400	0.200	0	0	0	0.100	0.200	0.100	0.200	0	0.100	0	0	0	0	0	0	0	0	0.143	0.286	0.714	0	0.286	0	0	0.143	0	0.143	0	0.143	0
57726e7eedc2cb3880b74afa	Post Renaissance Art	Rococo	Francois Boucher	Portrait of Marie-Louis OâMurphy (Nude on a Sofa)	1752	https://use2-uploads0.wikiart.org/images/francois-boucher/nude-on-a-sofa-1752(1).jpg	https://www.wikiart.org/en/francois-boucher/portrait-of-marie-louis-o-murphy-nude-on-a-sofa-1752-1	https://www.wikiart.org/en/francois-boucher	yes	face	0.70	0	0.100	0	0.100	0	0.100	0.100	0	0.500	0.300	0.100	0.300	0	0	0.100	0.200	0	0	0.200	0	0	0.100	0.100	0.200	0	0.100	0.100	0	0.600	0.200	0.100	0.300	0	0	0.100	0.100	0	0.100	0.100	0	0	0.100	0	0	0	0.100	0	0	0.400	0.300	0.100	0.200	0	0	0	0.100	0	0.100	0.200	0
57727d0aedc2cb3880e683bb	Modern Art	Impressionism	Giuseppe de Nittis	A Winter&#39;s Landscape	1875	https://use2-uploads0.wikiart.org/images/giuseppe-de-nittis/a-winter-s-landscape.jpg	https://www.wikiart.org/en/giuseppe-de-nittis/a-winter-s-landscape	https://www.wikiart.org/en/giuseppe-de-nittis	yes	face	1.73	0	0	0.091	0	0	0	0	0	0.636	0.364	0.091	0.182	0	0	0.182	0	0	0	0.182	0	0	0	0.091	0	0	0	0	0	0.545	0.455	0.091	0.182	0	0	0.182	0	0.091	0	0.182	0	0	0	0.091	0	0	0	0	0	0.636	0.455	0	0.182	0	0	0.182	0	0	0	0.091	0
5772816eedc2cb3880f46427	Modern Art	Lyrical Abstraction	Roger Bissi&#232;re	Vend&#233;miaire	1963	https://use2-uploads1.wikiart.org/images/roger-bissi-re/vend-miaire-1963.jpg	https://www.wikiart.org/en/roger-bissi-re/vend-miaire-1963	https://www.wikiart.org/en/roger-bissi-re	yes	none	0.40	0.100	0	0.300	0	0	0.100	0.100	0	0.100	0	0	0.100	0	0	0.100	0	0	0.300	0.100	0	0.100	0	0.300	0	0	0.100	0.200	0	0	0	0	0.100	0	0	0.100	0	0	0.300	0.100	0	0	0	0.625	0	0	0	0.125	0	0.125	0	0	0	0	0	0	0	0	0.250	0.125	0
57728709edc2cb3880061955	Post Renaissance Art	Realism	Rosa Bonheur	Arab and a Dead Horse	1852	https://use2-uploads0.wikiart.org/images/rosa-bonheur/arab-and-a-dead-horse-1852.jpg	https://www.wikiart.org/en/rosa-bonheur/arab-and-a-dead-horse-1852	https://www.wikiart.org/en/rosa-bonheur	yes	face	1.20	0	0.100	0.100	0	0	0.200	0.500	0.100	0	0.100	0	0	0.100	0.300	0.900	0.200	0	0	0.100	0	0	0.100	0.100	0	0	0.100	0.400	0	0	0.100	0	0	0.200	0.100	0.900	0	0	0	0.100	0	0	0.100	0	0	0	0.100	0.400	0	0	0	0	0	0.100	0.200	0.900	0.300	0	0	0	0
577280e3edc2cb3880f29328	Modern Art	Expressionism	Akseli Gallen-Kallela	Lemmink&#228;inen&#39;s Mother	1897	https://use2-uploads0.wikiart.org/images/akseli-gallen-kallela/lemmink-inen-s-mother-1897.jpg	https://www.wikiart.org/en/akseli-gallen-kallela/lemmink-inen-s-mother-1897	https://www.wikiart.org/en/akseli-gallen-kallela	yes	face	2.00	0	0	0.083	0	0	0	0.417	0.083	0	0.250	0.167	0	0.083	0.083	0.750	0	0	0.167	0.167	0	0.083	0.083	0.083	0	0	0	0.250	0	0	0.083	0.167	0	0.167	0.083	0.833	0	0	0.083	0.083	0	0	0	0.455	0	0	0	0	0	0.273	0.091	0.455	0.182	0	0	0.091	0	0	0.182	0.182	0
577280fcedc2cb3880f30f41	Modern Art	Magic Realism	Giorgio Morandi	Still Life	1943	https://use2-uploads1.wikiart.org/images/giorgio-morandi/still-life-1943.jpg	https://www.wikiart.org/en/giorgio-morandi/still-life-1943	https://www.wikiart.org/en/giorgio-morandi	yes	none	-0.08	0.167	0	0.083	0	0	0.167	0	0	0.167	0.167	0	0.083	0.083	0	0.083	0	0.083	0.083	0	0.083	0.167	0	0	0	0	0.083	0.167	0	0.250	0.167	0	0	0	0	0.083	0	0.083	0.083	0.083	0.083	0.083	0	0.083	0	0	0.083	0.167	0	0.083	0.083	0	0.083	0.083	0	0.083	0	0.083	0.083	0.083	0
5772809bedc2cb3880f1cd20	Modern Art	Abstract Art	Alexander Calder	Devil Fish	1937	https://use2-uploads2.wikiart.org/images/alexander-calder/devil-fish-1937.jpg	https://www.wikiart.org/en/alexander-calder/devil-fish-1937	https://www.wikiart.org/en/alexander-calder	no	none	-0.73	0	0	0.182	0	0.091	0.091	0.091	0	0	0	0	0	0.091	0	0.091	0.091	0	0.364	0	0.182	0	0	0.273	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0.545	0	0.091	0	0.273	0.091	0.182	0	0.273	0.545	0	0	0	0	0	0.182	0	0.182	0	0	0	0	0
577281a9edc2cb3880f513be	Modern Art	Magic Realism	Christian Schad	Marcella	1926	https://use2-uploads8.wikiart.org/images/christian-schad/marcella-1926.jpg	https://www.wikiart.org/en/christian-schad/marcella-1926	https://www.wikiart.org/en/christian-schad	yes	face	1.60	0.200	0	0	0	0	0	0	0	0.400	0.500	0.100	0.100	0	0	0	0	0.200	0	0.500	0	0.100	0	0	0.100	0	0	0	0	0.400	0.500	0.100	0	0	0	0	0	0.100	0	0.400	0	0	0	0.200	0	0	0	0	0	0.500	0	0	0.100	0	0	0	0	0	0.100	0.100	0.100
57727fbcedc2cb3880eed207	Modern Art	Neo-Expressionism	Nyoman Masriadi	Soccer	1999	https://use2-uploads6.wikiart.org/images/nyoman-masriadi/soccer-1999.jpg	https://www.wikiart.org/en/nyoman-masriadi/soccer-1999	https://www.wikiart.org/en/nyoman-masriadi	yes	face	0.82	0	0.273	0	0.182	0.182	0.091	0.273	0	0	0	0.091	0.273	0.182	0.091	0.182	0	0	0.091	0.273	0	0	0.364	0.091	0.182	0.091	0.091	0.364	0.091	0	0	0	0.091	0.182	0	0.091	0.091	0	0.182	0.273	0	0	0	0.182	0	0	0	0	0	0.455	0	0.091	0.273	0	0	0	0	0	0.091	0.545	0
5772836fedc2cb3880faa6ee	Modern Art	Magic Realism	Giorgio Morandi	Still Life	1962	https://use2-uploads3.wikiart.org/images/giorgio-morandi/still-life-1962-1.jpg	https://www.wikiart.org/en/giorgio-morandi/still-life-1962-1	https://www.wikiart.org/en/giorgio-morandi	yes	none	0.20	0	0	0	0	0	0.300	0	0	0.200	0.200	0	0.100	0	0	0.100	0.100	0	0.100	0	0	0	0	0.100	0	0	0.300	0	0	0.100	0.100	0	0.100	0	0	0.100	0.100	0	0.200	0	0	0	0	0	0	0	0.200	0.100	0	0.300	0.100	0	0	0	0	0.200	0	0	0.100	0	0.200
5772727bedc2cb3880c556b8	Modern Art	Impressionism	Edgar Degas	The Ballet Class	1871-1874	https://use2-uploads4.wikiart.org/images/edgar-degas/the-dancing-class-1874.jpg	https://www.wikiart.org/en/edgar-degas/the-dancing-class-1874	https://www.wikiart.org/en/edgar-degas	yes	face	1.75	0.083	0.083	0.167	0.083	0	0	0.083	0	0.333	0.167	0	0.250	0.083	0	0.083	0.083	0	0.083	0.750	0	0	0.083	0.250	0	0	0.083	0	0.167	0.167	0.167	0.167	0.250	0	0.083	0.167	0.083	0.083	0	0.500	0	0	0	0.167	0.083	0	0	0.083	0.083	0.417	0.250	0.083	0.167	0	0	0.083	0	0.083	0	0.583	0
57726ecfedc2cb3880b8890f	Modern Art	Post-Impressionism	Paul Gauguin	What&#39;s New?	1892	https://use2-uploads7.wikiart.org/images/paul-gauguin/what-s-new-1892.jpg	https://www.wikiart.org/en/paul-gauguin/what-s-new-1892	https://www.wikiart.org/en/paul-gauguin	yes	face	1.00	0	0	0.182	0	0	0	0.091	0	0.364	0.455	0	0	0	0	0.273	0	0.182	0.364	0.091	0	0	0	0.182	0	0	0	0	0.091	0.455	0.273	0.091	0	0	0	0.273	0	0.182	0.091	0.182	0	0	0	0.545	0	0	0.182	0	0	0.273	0	0	0	0	0	0	0	0	0.364	0.091	0
5772809aedc2cb3880f1cb27	Modern Art	Art Informel	Antoni Tapies	Grey and Green Painting	1957	https://use2-uploads3.wikiart.org/images/antoni-tapies/grey-and-green-painting-1957.jpg	https://www.wikiart.org/en/antoni-tapies/grey-and-green-painting-1957	https://www.wikiart.org/en/antoni-tapies	yes	none	-0.70	0	0.200	0.100	0	0	0.100	0.400	0	0	0	0	0	0.100	0	0.400	0	0	0.200	0	0	0	0.100	0.100	0	0	0.300	0.300	0	0	0	0	0	0.100	0	0.300	0	0	0.300	0	0	0	0	0.100	0	0	0	0	0.100	0.200	0	0.100	0	0.100	0	0.300	0	0.100	0.100	0	0.200
57728347edc2cb3880fa8716	Modern Art	Lyrical Abstraction	Christo Coetzee	The vortex	1963	https://use2-uploads1.wikiart.org/images/christo-coetzee/the-vortex-1963.jpg	https://www.wikiart.org/en/christo-coetzee/the-vortex-1963	https://www.wikiart.org/en/christo-coetzee	yes	none	1.10	0	0	0.100	0	0	0.300	0.200	0	0.200	0	0	0.200	0	0	0.100	0	0	0.200	0.100	0	0	0	0.100	0	0	0.300	0.100	0	0.100	0	0	0.100	0	0	0.100	0	0	0.500	0	0	0	0	0.100	0.100	0	0.300	0.300	0	0.100	0.100	0	0.100	0	0	0.100	0	0	0.100	0	0
57727e10edc2cb3880e9b01b	Modern Art	Magic Realism	Eyvind Earle	Even Tide	1994	https://use2-uploads6.wikiart.org/images/eyvind-earle/even-tide-1994.jpg	https://www.wikiart.org/en/eyvind-earle/even-tide-1994	https://www.wikiart.org/en/eyvind-earle	yes	none	1.70	0	0	0.200	0	0	0	0	0	0.600	0.200	0.100	0.400	0	0	0.100	0	0	0	0.300	0	0.100	0	0.100	0	0	0	0	0	0.800	0.200	0	0.400	0	0	0.100	0	0	0.100	0.400	0	0	0	0.100	0	0	0.200	0.100	0	0	0	0	0.200	0	0	0.200	0	0	0.300	0	0.100
57728290edc2cb3880f81549	Modern Art	Color Field Painting	Antonio Palolo	Lisbon	1973	https://use2-uploads5.wikiart.org/images/antonio-palolo/lisbon-1973.jpg	https://www.wikiart.org/en/antonio-palolo/lisbon-1973	https://www.wikiart.org/en/antonio-palolo	yes	none	0.09	0	0	0.182	0	0.091	0	0	0	0.273	0	0	0.273	0	0.091	0	0	0	0.364	0	0	0.091	0	0.273	0	0	0.091	0	0	0.364	0	0	0.273	0	0	0	0	0	0.091	0	0	0	0	0.182	0.091	0	0	0.091	0	0.091	0	0	0.182	0	0	0	0	0	0	0.273	0.182
5772866fedc2cb388004339f	Modern Art	Art Informel	Bice Lazzari	Rhythm	1956	https://use2-uploads6.wikiart.org/images/bice-lazzari/rhythm-1956(2).jpg	https://www.wikiart.org/en/bice-lazzari/rhythm-1956	https://www.wikiart.org/en/bice-lazzari	yes	none	-0.20	0	0	0.300	0	0.200	0.200	0.200	0	0.300	0.100	0	0.100	0.100	0	0.200	0.100	0	0.500	0.100	0	0	0.100	0.300	0	0.100	0.300	0.100	0	0	0.100	0	0.200	0.100	0.100	0.100	0	0	0.500	0.100	0	0.100	0	0.100	0.100	0	0	0	0.100	0.500	0.100	0.100	0.600	0	0	0	0	0	0.200	0.100	0
577284ceedc2cb3880ff1041	Modern Art	Abstract Art	Michel Seuphor	Le Carillon des Flandres	1954	https://use2-uploads5.wikiart.org/images/michel-seuphor/le-carillon-des-flandres-1954.jpg	https://www.wikiart.org/en/michel-seuphor/le-carillon-des-flandres-1954	https://www.wikiart.org/en/michel-seuphor	yes	none	0.60	0	0	0.500	0	0.100	0	0	0	0	0.100	0	0.200	0	0	0	0	0	0.500	0	0	0	0	0.400	0	0.200	0	0	0	0	0.100	0	0.200	0	0	0	0	0.100	0.200	0	0	0	0	0.556	0	0	0.111	0	0	0.111	0.111	0	0.111	0	0	0	0	0	0.111	0.111	0
57727f6bedc2cb3880edffeb	Modern Art	Surrealism	Raoul Ubac	Penth&#233;sil&#233;e	1937	https://use2-uploads6.wikiart.org/images/raoul-ubac/penth-sil-e-1937.jpg	https://www.wikiart.org/en/raoul-ubac/penth-sil-e-1937	https://www.wikiart.org/en/raoul-ubac	yes	body	0.60	0	0.100	0.400	0	0.100	0.200	0.400	0.100	0	0	0	0	0.300	0	0.300	0.100	0	0.600	0.100	0	0	0.100	0.500	0	0	0.200	0.200	0	0	0	0	0	0.300	0	0.300	0.100	0	0.500	0.100	0	0	0	0.750	0.125	0	0.125	0.125	0.125	0	0	0.125	0	0.250	0	0	0	0	0.250	0.125	0
57727f04edc2cb3880eccefa	Modern Art	Color Field Painting	Gene Davis	Red Devil	1959	https://use2-uploads7.wikiart.org/images/gene-davis/red-devil-1959(1).jpg	https://www.wikiart.org/en/gene-davis/red-devil-1959	https://www.wikiart.org/en/gene-davis	yes	none	0.20	0	0.100	0.300	0.100	0	0.100	0.100	0	0.100	0.100	0	0.200	0	0.100	0.100	0	0.100	0.700	0.200	0	0.100	0.100	0.300	0	0	0.100	0	0.200	0.200	0	0.200	0.200	0.100	0	0	0	0	0.600	0	0	0	0.200	0.200	0.300	0	0.300	0.300	0	0	0.100	0.100	0.100	0.300	0.200	0.200	0	0	0.200	0.100	0
57726e7cedc2cb3880b7470a	Renaissance Art	Early Renaissance	Sandro Botticelli	The Mystical Nativity	1500	https://use2-uploads3.wikiart.org/images/sandro-botticelli/the-mystical-nativity(1).jpg	https://www.wikiart.org/en/sandro-botticelli/the-mystical-nativity-1500-1	https://www.wikiart.org/en/sandro-botticelli	yes	face	1.10	0.100	0	0.300	0.200	0	0.100	0	0.400	0.600	0.200	0.500	0.500	0	0	0	0	0	0.100	0.400	0	0.100	0	0	0	0	0.200	0	0.500	0.600	0.200	0.400	0.300	0	0	0.100	0.100	0	0.200	0.500	0	0.100	0	0.400	0	0	0.100	0.100	0.200	0.400	0.100	0.100	0.200	0	0	0	0	0	0.100	0.100	0
57726e21edc2cb3880b60386	Modern Art	Expressionism	Edvard Munch	Kiss	1897	https://use2-uploads1.wikiart.org/images/edvard-munch/kiss-1897.jpg	https://www.wikiart.org/en/edvard-munch/kiss-1897	https://www.wikiart.org/en/edvard-munch	yes	body	1.36	0	0.091	0	0.091	0.091	0	0.091	0.091	0.273	0.091	0.727	0	0.091	0.091	0.182	0.091	0	0.182	0	0	0	0.182	0	0	0.091	0	0.182	0.091	0.364	0	0.636	0	0	0.091	0.273	0.273	0	0.182	0	0	0.091	0	0.091	0.091	0	0	0	0.182	0.545	0	1.000	0.273	0	0	0.091	0	0.091	0.091	0.091	0
57727c20edc2cb3880e38156	Post Renaissance Art	Rococo	Joshua Reynolds	Garrick Between Tragedy and Comedy	1760-1761	https://use2-uploads7.wikiart.org/images/joshua-reynolds/david-garrick-between-tragedy-and-comedy-1761(1).jpg	https://www.wikiart.org/en/joshua-reynolds/david-garrick-between-tragedy-and-comedy-1761	https://www.wikiart.org/en/joshua-reynolds	yes	face	1.33	0	0.083	0.083	0.083	0.250	0.250	0	0	0.667	0.083	0	0.167	0	0	0.083	0.083	0	0	0.083	0	0	0.083	0.083	0	0.083	0.167	0.083	0	0.667	0.167	0.083	0.250	0	0	0	0.083	0	0.083	0.083	0	0	0.083	0.250	0.083	0.083	0.083	0	0	0.500	0	0	0.167	0	0	0.083	0.083	0	0.083	0.083	0.083
57728284edc2cb3880f800e0	Modern Art	Surrealism	Antonio Dacosta	Cena Aberta	1940	https://use2-uploads2.wikiart.org/images/antonio-dacosta/cena-aberta-1940.jpg	https://www.wikiart.org/en/antonio-dacosta/cena-aberta-1940	https://www.wikiart.org/en/antonio-dacosta	yes	face	-0.40	0.100	0	0.200	0	0.100	0.100	0.500	0.100	0.100	0.100	0	0.100	0.200	0.200	0.300	0.100	0	0.400	0	0	0.100	0.100	0	0.100	0.100	0.200	0.400	0	0.100	0.100	0.100	0	0.400	0.200	0.300	0.200	0	0.400	0	0	0.100	0	0.400	0	0.100	0.100	0.100	0.100	0.300	0.200	0.100	0	0	0.100	0.100	0.100	0.100	0.200	0	0.100
57727f42edc2cb3880ed7bbf	Modern Art	Abstract Expressionism	Lee Krasner	Noon	1947	https://use2-uploads0.wikiart.org/images/lee-krasner/noon-1947.jpg	https://www.wikiart.org/en/lee-krasner/noon-1947	https://www.wikiart.org/en/lee-krasner	yes	none	0.00	0.100	0.200	0.200	0	0.200	0.200	0.200	0	0	0	0	0	0	0	0	0	0	0.300	0	0	0	0.100	0.200	0	0.200	0.300	0.100	0	0	0	0	0	0.100	0	0	0	0	0.300	0	0	0	0.100	0.300	0	0	0	0	0	0.400	0.100	0	0	0	0	0	0	0	0	0.100	0.100
